"DATE_ID","DATE","WEEK_DAY","TEN_DAYS","FORTNIGHT","MONTH_NUMBER","MONTH","BIMESTER","QUARTER","SEMESTER","YEAR"
19800628,28/06/80,"Sábado",3,2,6,"Junho",3,2,3,1980
19800629,29/06/80,"Domingo",3,2,6,"Junho",3,2,3,1980
19800630,30/06/80,"Segunda-Feira",3,2,6,"Junho",3,2,3,1980
19800701,01/07/80,"Terça-Feira",1,1,7,"Julho",4,2,4,1980
19800702,02/07/80,"Quarta-Feira",1,1,7,"Julho",4,2,4,1980
19800703,03/07/80,"Quinta-Feira",1,1,7,"Julho",4,2,4,1980
19800704,04/07/80,"Sexta-Feira",1,1,7,"Julho",4,2,4,1980
19800705,05/07/80,"Sábado",1,1,7,"Julho",4,2,4,1980
19800706,06/07/80,"Domingo",1,1,7,"Julho",4,2,4,1980
19800707,07/07/80,"Segunda-Feira",1,1,7,"Julho",4,2,4,1980
19800708,08/07/80,"Terça-Feira",1,1,7,"Julho",4,2,4,1980
19800709,09/07/80,"Quarta-Feira",1,1,7,"Julho",4,2,4,1980
19800710,10/07/80,"Quinta-Feira",1,1,7,"Julho",4,2,4,1980
19800711,11/07/80,"Sexta-Feira",2,1,7,"Julho",4,2,4,1980
19800712,12/07/80,"Sábado",2,1,7,"Julho",4,2,4,1980
19800713,13/07/80,"Domingo",2,1,7,"Julho",4,2,4,1980
19800714,14/07/80,"Segunda-Feira",2,1,7,"Julho",4,2,4,1980
19800715,15/07/80,"Terça-Feira",2,1,7,"Julho",4,2,4,1980
19800716,16/07/80,"Quarta-Feira",2,2,7,"Julho",4,2,4,1980
19800717,17/07/80,"Quinta-Feira",2,2,7,"Julho",4,2,4,1980
19800718,18/07/80,"Sexta-Feira",2,2,7,"Julho",4,2,4,1980
19800719,19/07/80,"Sábado",2,2,7,"Julho",4,2,4,1980
19800720,20/07/80,"Domingo",2,2,7,"Julho",4,2,4,1980
19800721,21/07/80,"Segunda-Feira",3,2,7,"Julho",4,2,4,1980
19800722,22/07/80,"Terça-Feira",3,2,7,"Julho",4,2,4,1980
19800723,23/07/80,"Quarta-Feira",3,2,7,"Julho",4,2,4,1980
19800724,24/07/80,"Quinta-Feira",3,2,7,"Julho",4,2,4,1980
19800725,25/07/80,"Sexta-Feira",3,2,7,"Julho",4,2,4,1980
19800726,26/07/80,"Sábado",3,2,7,"Julho",4,2,4,1980
19800727,27/07/80,"Domingo",3,2,7,"Julho",4,2,4,1980
19800728,28/07/80,"Segunda-Feira",3,2,7,"Julho",4,2,4,1980
19800729,29/07/80,"Terça-Feira",3,2,7,"Julho",4,2,4,1980
19800730,30/07/80,"Quarta-Feira",3,2,7,"Julho",4,2,4,1980
19800731,31/07/80,"Quinta-Feira",3,2,7,"Julho",4,2,4,1980
19800801,01/08/80,"Sexta-Feira",1,1,8,"Agosto",4,2,4,1980
19800802,02/08/80,"Sábado",1,1,8,"Agosto",4,2,4,1980
19800803,03/08/80,"Domingo",1,1,8,"Agosto",4,2,4,1980
19800804,04/08/80,"Segunda-Feira",1,1,8,"Agosto",4,2,4,1980
19800805,05/08/80,"Terça-Feira",1,1,8,"Agosto",4,2,4,1980
19800806,06/08/80,"Quarta-Feira",1,1,8,"Agosto",4,2,4,1980
19800807,07/08/80,"Quinta-Feira",1,1,8,"Agosto",4,2,4,1980
19800808,08/08/80,"Sexta-Feira",1,1,8,"Agosto",4,2,4,1980
19800809,09/08/80,"Sábado",1,1,8,"Agosto",4,2,4,1980
19800810,10/08/80,"Domingo",1,1,8,"Agosto",4,2,4,1980
19800811,11/08/80,"Segunda-Feira",2,1,8,"Agosto",4,2,4,1980
19800812,12/08/80,"Terça-Feira",2,1,8,"Agosto",4,2,4,1980
19800813,13/08/80,"Quarta-Feira",2,1,8,"Agosto",4,2,4,1980
19800814,14/08/80,"Quinta-Feira",2,1,8,"Agosto",4,2,4,1980
19800815,15/08/80,"Sexta-Feira",2,1,8,"Agosto",4,2,4,1980
19800816,16/08/80,"Sábado",2,2,8,"Agosto",4,2,4,1980
19800817,17/08/80,"Domingo",2,2,8,"Agosto",4,2,4,1980
19800818,18/08/80,"Segunda-Feira",2,2,8,"Agosto",4,2,4,1980
19800819,19/08/80,"Terça-Feira",2,2,8,"Agosto",4,2,4,1980
19800820,20/08/80,"Quarta-Feira",2,2,8,"Agosto",4,2,4,1980
19800821,21/08/80,"Quinta-Feira",3,2,8,"Agosto",4,2,4,1980
19800822,22/08/80,"Sexta-Feira",3,2,8,"Agosto",4,2,4,1980
19800823,23/08/80,"Sábado",3,2,8,"Agosto",4,2,4,1980
19800824,24/08/80,"Domingo",3,2,8,"Agosto",4,2,4,1980
19800825,25/08/80,"Segunda-Feira",3,2,8,"Agosto",4,2,4,1980
19800826,26/08/80,"Terça-Feira",3,2,8,"Agosto",4,2,4,1980
19800827,27/08/80,"Quarta-Feira",3,2,8,"Agosto",4,2,4,1980
19800828,28/08/80,"Quinta-Feira",3,2,8,"Agosto",4,2,4,1980
19800829,29/08/80,"Sexta-Feira",3,2,8,"Agosto",4,2,4,1980
19800830,30/08/80,"Sábado",3,2,8,"Agosto",4,2,4,1980
19800831,31/08/80,"Domingo",3,2,8,"Agosto",4,2,4,1980
19800901,01/09/80,"Segunda-Feira",1,1,9,"Setembro",5,3,5,1980
19800902,02/09/80,"Terça-Feira",1,1,9,"Setembro",5,3,5,1980
19800903,03/09/80,"Quarta-Feira",1,1,9,"Setembro",5,3,5,1980
19800904,04/09/80,"Quinta-Feira",1,1,9,"Setembro",5,3,5,1980
19800905,05/09/80,"Sexta-Feira",1,1,9,"Setembro",5,3,5,1980
19800906,06/09/80,"Sábado",1,1,9,"Setembro",5,3,5,1980
19800907,07/09/80,"Domingo",1,1,9,"Setembro",5,3,5,1980
19800908,08/09/80,"Segunda-Feira",1,1,9,"Setembro",5,3,5,1980
19800909,09/09/80,"Terça-Feira",1,1,9,"Setembro",5,3,5,1980
19800910,10/09/80,"Quarta-Feira",1,1,9,"Setembro",5,3,5,1980
19800911,11/09/80,"Quinta-Feira",2,1,9,"Setembro",5,3,5,1980
19800912,12/09/80,"Sexta-Feira",2,1,9,"Setembro",5,3,5,1980
19800913,13/09/80,"Sábado",2,1,9,"Setembro",5,3,5,1980
19800914,14/09/80,"Domingo",2,1,9,"Setembro",5,3,5,1980
19800915,15/09/80,"Segunda-Feira",2,1,9,"Setembro",5,3,5,1980
19800916,16/09/80,"Terça-Feira",2,2,9,"Setembro",5,3,5,1980
19800917,17/09/80,"Quarta-Feira",2,2,9,"Setembro",5,3,5,1980
19800918,18/09/80,"Quinta-Feira",2,2,9,"Setembro",5,3,5,1980
19800919,19/09/80,"Sexta-Feira",2,2,9,"Setembro",5,3,5,1980
19800920,20/09/80,"Sábado",2,2,9,"Setembro",5,3,5,1980
19800921,21/09/80,"Domingo",3,2,9,"Setembro",5,3,5,1980
19800922,22/09/80,"Segunda-Feira",3,2,9,"Setembro",5,3,5,1980
19800923,23/09/80,"Terça-Feira",3,2,9,"Setembro",5,3,5,1980
19800924,24/09/80,"Quarta-Feira",3,2,9,"Setembro",5,3,5,1980
19800925,25/09/80,"Quinta-Feira",3,2,9,"Setembro",5,3,5,1980
19800926,26/09/80,"Sexta-Feira",3,2,9,"Setembro",5,3,5,1980
19800927,27/09/80,"Sábado",3,2,9,"Setembro",5,3,5,1980
19800928,28/09/80,"Domingo",3,2,9,"Setembro",5,3,5,1980
19800929,29/09/80,"Segunda-Feira",3,2,9,"Setembro",5,3,5,1980
19800930,30/09/80,"Terça-Feira",3,2,9,"Setembro",5,3,5,1980
19801001,01/10/80,"Quarta-Feira",1,1,10,"Outubro",5,3,5,1980
19801002,02/10/80,"Quinta-Feira",1,1,10,"Outubro",5,3,5,1980
19801003,03/10/80,"Sexta-Feira",1,1,10,"Outubro",5,3,5,1980
19801004,04/10/80,"Sábado",1,1,10,"Outubro",5,3,5,1980
19801005,05/10/80,"Domingo",1,1,10,"Outubro",5,3,5,1980
19801006,06/10/80,"Segunda-Feira",1,1,10,"Outubro",5,3,5,1980
19801007,07/10/80,"Terça-Feira",1,1,10,"Outubro",5,3,5,1980
19801008,08/10/80,"Quarta-Feira",1,1,10,"Outubro",5,3,5,1980
19801009,09/10/80,"Quinta-Feira",1,1,10,"Outubro",5,3,5,1980
19801010,10/10/80,"Sexta-Feira",1,1,10,"Outubro",5,3,5,1980
19801011,11/10/80,"Sábado",2,1,10,"Outubro",5,3,5,1980
19801012,12/10/80,"Domingo",2,1,10,"Outubro",5,3,5,1980
19801013,13/10/80,"Segunda-Feira",2,1,10,"Outubro",5,3,5,1980
19801014,14/10/80,"Terça-Feira",2,1,10,"Outubro",5,3,5,1980
19801015,15/10/80,"Quarta-Feira",2,1,10,"Outubro",5,3,5,1980
19801016,16/10/80,"Quinta-Feira",2,2,10,"Outubro",5,3,5,1980
19801017,17/10/80,"Sexta-Feira",2,2,10,"Outubro",5,3,5,1980
19801018,18/10/80,"Sábado",2,2,10,"Outubro",5,3,5,1980
19801019,19/10/80,"Domingo",2,2,10,"Outubro",5,3,5,1980
19801020,20/10/80,"Segunda-Feira",2,2,10,"Outubro",5,3,5,1980
19801021,21/10/80,"Terça-Feira",3,2,10,"Outubro",5,3,5,1980
19801022,22/10/80,"Quarta-Feira",3,2,10,"Outubro",5,3,5,1980
19801023,23/10/80,"Quinta-Feira",3,2,10,"Outubro",5,3,5,1980
19801024,24/10/80,"Sexta-Feira",3,2,10,"Outubro",5,3,5,1980
19801025,25/10/80,"Sábado",3,2,10,"Outubro",5,3,5,1980
19801026,26/10/80,"Domingo",3,2,10,"Outubro",5,3,5,1980
19801027,27/10/80,"Segunda-Feira",3,2,10,"Outubro",5,3,5,1980
19801028,28/10/80,"Terça-Feira",3,2,10,"Outubro",5,3,5,1980
19801029,29/10/80,"Quarta-Feira",3,2,10,"Outubro",5,3,5,1980
19801030,30/10/80,"Quinta-Feira",3,2,10,"Outubro",5,3,5,1980
19801031,31/10/80,"Sexta-Feira",3,2,10,"Outubro",5,3,5,1980
19801101,01/11/80,"Sábado",1,1,11,"Novembro",6,3,6,1980
19801102,02/11/80,"Domingo",1,1,11,"Novembro",6,3,6,1980
19801103,03/11/80,"Segunda-Feira",1,1,11,"Novembro",6,3,6,1980
19801104,04/11/80,"Terça-Feira",1,1,11,"Novembro",6,3,6,1980
19801105,05/11/80,"Quarta-Feira",1,1,11,"Novembro",6,3,6,1980
19801106,06/11/80,"Quinta-Feira",1,1,11,"Novembro",6,3,6,1980
19801107,07/11/80,"Sexta-Feira",1,1,11,"Novembro",6,3,6,1980
19801108,08/11/80,"Sábado",1,1,11,"Novembro",6,3,6,1980
19801109,09/11/80,"Domingo",1,1,11,"Novembro",6,3,6,1980
19801110,10/11/80,"Segunda-Feira",1,1,11,"Novembro",6,3,6,1980
19801111,11/11/80,"Terça-Feira",2,1,11,"Novembro",6,3,6,1980
19801112,12/11/80,"Quarta-Feira",2,1,11,"Novembro",6,3,6,1980
19801113,13/11/80,"Quinta-Feira",2,1,11,"Novembro",6,3,6,1980
19801114,14/11/80,"Sexta-Feira",2,1,11,"Novembro",6,3,6,1980
19801115,15/11/80,"Sábado",2,1,11,"Novembro",6,3,6,1980
19801116,16/11/80,"Domingo",2,2,11,"Novembro",6,3,6,1980
19801117,17/11/80,"Segunda-Feira",2,2,11,"Novembro",6,3,6,1980
19801118,18/11/80,"Terça-Feira",2,2,11,"Novembro",6,3,6,1980
19801119,19/11/80,"Quarta-Feira",2,2,11,"Novembro",6,3,6,1980
19801120,20/11/80,"Quinta-Feira",2,2,11,"Novembro",6,3,6,1980
19801121,21/11/80,"Sexta-Feira",3,2,11,"Novembro",6,3,6,1980
19801122,22/11/80,"Sábado",3,2,11,"Novembro",6,3,6,1980
19801123,23/11/80,"Domingo",3,2,11,"Novembro",6,3,6,1980
19801124,24/11/80,"Segunda-Feira",3,2,11,"Novembro",6,3,6,1980
19801125,25/11/80,"Terça-Feira",3,2,11,"Novembro",6,3,6,1980
19801126,26/11/80,"Quarta-Feira",3,2,11,"Novembro",6,3,6,1980
19801127,27/11/80,"Quinta-Feira",3,2,11,"Novembro",6,3,6,1980
19801128,28/11/80,"Sexta-Feira",3,2,11,"Novembro",6,3,6,1980
19801129,29/11/80,"Sábado",3,2,11,"Novembro",6,3,6,1980
19801130,30/11/80,"Domingo",3,2,11,"Novembro",6,3,6,1980
19801201,01/12/80,"Segunda-Feira",1,1,12,"Dezembro",6,3,6,1980
19801202,02/12/80,"Terça-Feira",1,1,12,"Dezembro",6,3,6,1980
19801203,03/12/80,"Quarta-Feira",1,1,12,"Dezembro",6,3,6,1980
19801204,04/12/80,"Quinta-Feira",1,1,12,"Dezembro",6,3,6,1980
19801205,05/12/80,"Sexta-Feira",1,1,12,"Dezembro",6,3,6,1980
19801206,06/12/80,"Sábado",1,1,12,"Dezembro",6,3,6,1980
19801207,07/12/80,"Domingo",1,1,12,"Dezembro",6,3,6,1980
19801208,08/12/80,"Segunda-Feira",1,1,12,"Dezembro",6,3,6,1980
19801209,09/12/80,"Terça-Feira",1,1,12,"Dezembro",6,3,6,1980
19801210,10/12/80,"Quarta-Feira",1,1,12,"Dezembro",6,3,6,1980
19801211,11/12/80,"Quinta-Feira",2,1,12,"Dezembro",6,3,6,1980
19801212,12/12/80,"Sexta-Feira",2,1,12,"Dezembro",6,3,6,1980
19801213,13/12/80,"Sábado",2,1,12,"Dezembro",6,3,6,1980
19801214,14/12/80,"Domingo",2,1,12,"Dezembro",6,3,6,1980
19801215,15/12/80,"Segunda-Feira",2,1,12,"Dezembro",6,3,6,1980
19801216,16/12/80,"Terça-Feira",2,2,12,"Dezembro",6,3,6,1980
19801217,17/12/80,"Quarta-Feira",2,2,12,"Dezembro",6,3,6,1980
19801218,18/12/80,"Quinta-Feira",2,2,12,"Dezembro",6,3,6,1980
19801219,19/12/80,"Sexta-Feira",2,2,12,"Dezembro",6,3,6,1980
19801220,20/12/80,"Sábado",2,2,12,"Dezembro",6,3,6,1980
19801221,21/12/80,"Domingo",3,2,12,"Dezembro",6,3,6,1980
19801222,22/12/80,"Segunda-Feira",3,2,12,"Dezembro",6,3,6,1980
19801223,23/12/80,"Terça-Feira",3,2,12,"Dezembro",6,3,6,1980
19801224,24/12/80,"Quarta-Feira",3,2,12,"Dezembro",6,3,6,1980
19801225,25/12/80,"Quinta-Feira",3,2,12,"Dezembro",6,3,6,1980
19801226,26/12/80,"Sexta-Feira",3,2,12,"Dezembro",6,3,6,1980
19801227,27/12/80,"Sábado",3,2,12,"Dezembro",6,3,6,1980
19801228,28/12/80,"Domingo",3,2,12,"Dezembro",6,3,6,1980
19801229,29/12/80,"Segunda-Feira",3,2,12,"Dezembro",6,3,6,1980
19801230,30/12/80,"Terça-Feira",3,2,12,"Dezembro",6,3,6,1980
19801231,31/12/80,"Quarta-Feira",3,2,12,"Dezembro",6,3,6,1980
19810101,01/01/81,"Quinta-Feira",1,1,1,"Janeiro",1,1,1,1981
19810102,02/01/81,"Sexta-Feira",1,1,1,"Janeiro",1,1,1,1981
19810103,03/01/81,"Sábado",1,1,1,"Janeiro",1,1,1,1981
19810104,04/01/81,"Domingo",1,1,1,"Janeiro",1,1,1,1981
19810105,05/01/81,"Segunda-Feira",1,1,1,"Janeiro",1,1,1,1981
19810106,06/01/81,"Terça-Feira",1,1,1,"Janeiro",1,1,1,1981
19810107,07/01/81,"Quarta-Feira",1,1,1,"Janeiro",1,1,1,1981
19810108,08/01/81,"Quinta-Feira",1,1,1,"Janeiro",1,1,1,1981
19810109,09/01/81,"Sexta-Feira",1,1,1,"Janeiro",1,1,1,1981
19810110,10/01/81,"Sábado",1,1,1,"Janeiro",1,1,1,1981
19810111,11/01/81,"Domingo",2,1,1,"Janeiro",1,1,1,1981
19810112,12/01/81,"Segunda-Feira",2,1,1,"Janeiro",1,1,1,1981
19810113,13/01/81,"Terça-Feira",2,1,1,"Janeiro",1,1,1,1981
19810114,14/01/81,"Quarta-Feira",2,1,1,"Janeiro",1,1,1,1981
19810115,15/01/81,"Quinta-Feira",2,1,1,"Janeiro",1,1,1,1981
19810116,16/01/81,"Sexta-Feira",2,2,1,"Janeiro",1,1,1,1981
19810117,17/01/81,"Sábado",2,2,1,"Janeiro",1,1,1,1981
19810118,18/01/81,"Domingo",2,2,1,"Janeiro",1,1,1,1981
19810119,19/01/81,"Segunda-Feira",2,2,1,"Janeiro",1,1,1,1981
19810120,20/01/81,"Terça-Feira",2,2,1,"Janeiro",1,1,1,1981
19810121,21/01/81,"Quarta-Feira",3,2,1,"Janeiro",1,1,1,1981
19810122,22/01/81,"Quinta-Feira",3,2,1,"Janeiro",1,1,1,1981
19810123,23/01/81,"Sexta-Feira",3,2,1,"Janeiro",1,1,1,1981
19810124,24/01/81,"Sábado",3,2,1,"Janeiro",1,1,1,1981
19810125,25/01/81,"Domingo",3,2,1,"Janeiro",1,1,1,1981
19810126,26/01/81,"Segunda-Feira",3,2,1,"Janeiro",1,1,1,1981
19810127,27/01/81,"Terça-Feira",3,2,1,"Janeiro",1,1,1,1981
19810128,28/01/81,"Quarta-Feira",3,2,1,"Janeiro",1,1,1,1981
19810129,29/01/81,"Quinta-Feira",3,2,1,"Janeiro",1,1,1,1981
19810130,30/01/81,"Sexta-Feira",3,2,1,"Janeiro",1,1,1,1981
19810131,31/01/81,"Sábado",3,2,1,"Janeiro",1,1,1,1981
19810201,01/02/81,"Domingo",1,1,2,"Fevereiro",1,1,1,1981
19810202,02/02/81,"Segunda-Feira",1,1,2,"Fevereiro",1,1,1,1981
19810203,03/02/81,"Terça-Feira",1,1,2,"Fevereiro",1,1,1,1981
19810204,04/02/81,"Quarta-Feira",1,1,2,"Fevereiro",1,1,1,1981
19810205,05/02/81,"Quinta-Feira",1,1,2,"Fevereiro",1,1,1,1981
19810206,06/02/81,"Sexta-Feira",1,1,2,"Fevereiro",1,1,1,1981
19810207,07/02/81,"Sábado",1,1,2,"Fevereiro",1,1,1,1981
19810208,08/02/81,"Domingo",1,1,2,"Fevereiro",1,1,1,1981
19810209,09/02/81,"Segunda-Feira",1,1,2,"Fevereiro",1,1,1,1981
19810210,10/02/81,"Terça-Feira",1,1,2,"Fevereiro",1,1,1,1981
19810211,11/02/81,"Quarta-Feira",2,1,2,"Fevereiro",1,1,1,1981
19810212,12/02/81,"Quinta-Feira",2,1,2,"Fevereiro",1,1,1,1981
19810213,13/02/81,"Sexta-Feira",2,1,2,"Fevereiro",1,1,1,1981
19810214,14/02/81,"Sábado",2,1,2,"Fevereiro",1,1,1,1981
19810215,15/02/81,"Domingo",2,1,2,"Fevereiro",1,1,1,1981
19810216,16/02/81,"Segunda-Feira",2,2,2,"Fevereiro",1,1,1,1981
19810217,17/02/81,"Terça-Feira",2,2,2,"Fevereiro",1,1,1,1981
19810218,18/02/81,"Quarta-Feira",2,2,2,"Fevereiro",1,1,1,1981
19810219,19/02/81,"Quinta-Feira",2,2,2,"Fevereiro",1,1,1,1981
19810220,20/02/81,"Sexta-Feira",2,2,2,"Fevereiro",1,1,1,1981
19810221,21/02/81,"Sábado",3,2,2,"Fevereiro",1,1,1,1981
19810222,22/02/81,"Domingo",3,2,2,"Fevereiro",1,1,1,1981
19810223,23/02/81,"Segunda-Feira",3,2,2,"Fevereiro",1,1,1,1981
19810224,24/02/81,"Terça-Feira",3,2,2,"Fevereiro",1,1,1,1981
19810225,25/02/81,"Quarta-Feira",3,2,2,"Fevereiro",1,1,1,1981
19810226,26/02/81,"Quinta-Feira",3,2,2,"Fevereiro",1,1,1,1981
19810227,27/02/81,"Sexta-Feira",3,2,2,"Fevereiro",1,1,1,1981
19810228,28/02/81,"Sábado",3,2,2,"Fevereiro",1,1,1,1981
19810301,01/03/81,"Domingo",1,1,3,"Março",2,1,2,1981
19810302,02/03/81,"Segunda-Feira",1,1,3,"Março",2,1,2,1981
19810303,03/03/81,"Terça-Feira",1,1,3,"Março",2,1,2,1981
19810304,04/03/81,"Quarta-Feira",1,1,3,"Março",2,1,2,1981
19810305,05/03/81,"Quinta-Feira",1,1,3,"Março",2,1,2,1981
19810306,06/03/81,"Sexta-Feira",1,1,3,"Março",2,1,2,1981
19810307,07/03/81,"Sábado",1,1,3,"Março",2,1,2,1981
19810308,08/03/81,"Domingo",1,1,3,"Março",2,1,2,1981
19810309,09/03/81,"Segunda-Feira",1,1,3,"Março",2,1,2,1981
19810310,10/03/81,"Terça-Feira",1,1,3,"Março",2,1,2,1981
19810311,11/03/81,"Quarta-Feira",2,1,3,"Março",2,1,2,1981
19810312,12/03/81,"Quinta-Feira",2,1,3,"Março",2,1,2,1981
19810313,13/03/81,"Sexta-Feira",2,1,3,"Março",2,1,2,1981
19810314,14/03/81,"Sábado",2,1,3,"Março",2,1,2,1981
19810315,15/03/81,"Domingo",2,1,3,"Março",2,1,2,1981
19810316,16/03/81,"Segunda-Feira",2,2,3,"Março",2,1,2,1981
19810317,17/03/81,"Terça-Feira",2,2,3,"Março",2,1,2,1981
19810318,18/03/81,"Quarta-Feira",2,2,3,"Março",2,1,2,1981
19810319,19/03/81,"Quinta-Feira",2,2,3,"Março",2,1,2,1981
19810320,20/03/81,"Sexta-Feira",2,2,3,"Março",2,1,2,1981
19810321,21/03/81,"Sábado",3,2,3,"Março",2,1,2,1981
19810322,22/03/81,"Domingo",3,2,3,"Março",2,1,2,1981
19810323,23/03/81,"Segunda-Feira",3,2,3,"Março",2,1,2,1981
19810324,24/03/81,"Terça-Feira",3,2,3,"Março",2,1,2,1981
19810325,25/03/81,"Quarta-Feira",3,2,3,"Março",2,1,2,1981
19810326,26/03/81,"Quinta-Feira",3,2,3,"Março",2,1,2,1981
19810327,27/03/81,"Sexta-Feira",3,2,3,"Março",2,1,2,1981
19810328,28/03/81,"Sábado",3,2,3,"Março",2,1,2,1981
19810329,29/03/81,"Domingo",3,2,3,"Março",2,1,2,1981
19810330,30/03/81,"Segunda-Feira",3,2,3,"Março",2,1,2,1981
19810331,31/03/81,"Terça-Feira",3,2,3,"Março",2,1,2,1981
19810401,01/04/81,"Quarta-Feira",1,1,4,"Abril",2,1,2,1981
19810402,02/04/81,"Quinta-Feira",1,1,4,"Abril",2,1,2,1981
19810403,03/04/81,"Sexta-Feira",1,1,4,"Abril",2,1,2,1981
19810404,04/04/81,"Sábado",1,1,4,"Abril",2,1,2,1981
19810405,05/04/81,"Domingo",1,1,4,"Abril",2,1,2,1981
19790106,06/01/79,"Sábado",1,1,1,"Janeiro",1,1,1,1979
19790107,07/01/79,"Domingo",1,1,1,"Janeiro",1,1,1,1979
19790108,08/01/79,"Segunda-Feira",1,1,1,"Janeiro",1,1,1,1979
19790109,09/01/79,"Terça-Feira",1,1,1,"Janeiro",1,1,1,1979
19790110,10/01/79,"Quarta-Feira",1,1,1,"Janeiro",1,1,1,1979
19790111,11/01/79,"Quinta-Feira",2,1,1,"Janeiro",1,1,1,1979
19790112,12/01/79,"Sexta-Feira",2,1,1,"Janeiro",1,1,1,1979
19790113,13/01/79,"Sábado",2,1,1,"Janeiro",1,1,1,1979
19790114,14/01/79,"Domingo",2,1,1,"Janeiro",1,1,1,1979
19790115,15/01/79,"Segunda-Feira",2,1,1,"Janeiro",1,1,1,1979
19790116,16/01/79,"Terça-Feira",2,2,1,"Janeiro",1,1,1,1979
19790117,17/01/79,"Quarta-Feira",2,2,1,"Janeiro",1,1,1,1979
19790118,18/01/79,"Quinta-Feira",2,2,1,"Janeiro",1,1,1,1979
19790119,19/01/79,"Sexta-Feira",2,2,1,"Janeiro",1,1,1,1979
19790120,20/01/79,"Sábado",2,2,1,"Janeiro",1,1,1,1979
19790121,21/01/79,"Domingo",3,2,1,"Janeiro",1,1,1,1979
19790122,22/01/79,"Segunda-Feira",3,2,1,"Janeiro",1,1,1,1979
19790123,23/01/79,"Terça-Feira",3,2,1,"Janeiro",1,1,1,1979
19790124,24/01/79,"Quarta-Feira",3,2,1,"Janeiro",1,1,1,1979
19790125,25/01/79,"Quinta-Feira",3,2,1,"Janeiro",1,1,1,1979
19790126,26/01/79,"Sexta-Feira",3,2,1,"Janeiro",1,1,1,1979
19790127,27/01/79,"Sábado",3,2,1,"Janeiro",1,1,1,1979
19790128,28/01/79,"Domingo",3,2,1,"Janeiro",1,1,1,1979
19790129,29/01/79,"Segunda-Feira",3,2,1,"Janeiro",1,1,1,1979
19790130,30/01/79,"Terça-Feira",3,2,1,"Janeiro",1,1,1,1979
19790131,31/01/79,"Quarta-Feira",3,2,1,"Janeiro",1,1,1,1979
19790201,01/02/79,"Quinta-Feira",1,1,2,"Fevereiro",1,1,1,1979
19790202,02/02/79,"Sexta-Feira",1,1,2,"Fevereiro",1,1,1,1979
19790203,03/02/79,"Sábado",1,1,2,"Fevereiro",1,1,1,1979
19790204,04/02/79,"Domingo",1,1,2,"Fevereiro",1,1,1,1979
19790205,05/02/79,"Segunda-Feira",1,1,2,"Fevereiro",1,1,1,1979
19790206,06/02/79,"Terça-Feira",1,1,2,"Fevereiro",1,1,1,1979
19790207,07/02/79,"Quarta-Feira",1,1,2,"Fevereiro",1,1,1,1979
19790208,08/02/79,"Quinta-Feira",1,1,2,"Fevereiro",1,1,1,1979
19790209,09/02/79,"Sexta-Feira",1,1,2,"Fevereiro",1,1,1,1979
19790210,10/02/79,"Sábado",1,1,2,"Fevereiro",1,1,1,1979
19790211,11/02/79,"Domingo",2,1,2,"Fevereiro",1,1,1,1979
19790212,12/02/79,"Segunda-Feira",2,1,2,"Fevereiro",1,1,1,1979
19790213,13/02/79,"Terça-Feira",2,1,2,"Fevereiro",1,1,1,1979
19790214,14/02/79,"Quarta-Feira",2,1,2,"Fevereiro",1,1,1,1979
19790215,15/02/79,"Quinta-Feira",2,1,2,"Fevereiro",1,1,1,1979
19790216,16/02/79,"Sexta-Feira",2,2,2,"Fevereiro",1,1,1,1979
19790217,17/02/79,"Sábado",2,2,2,"Fevereiro",1,1,1,1979
19790218,18/02/79,"Domingo",2,2,2,"Fevereiro",1,1,1,1979
19790219,19/02/79,"Segunda-Feira",2,2,2,"Fevereiro",1,1,1,1979
19790220,20/02/79,"Terça-Feira",2,2,2,"Fevereiro",1,1,1,1979
19790221,21/02/79,"Quarta-Feira",3,2,2,"Fevereiro",1,1,1,1979
19790222,22/02/79,"Quinta-Feira",3,2,2,"Fevereiro",1,1,1,1979
19790223,23/02/79,"Sexta-Feira",3,2,2,"Fevereiro",1,1,1,1979
19790224,24/02/79,"Sábado",3,2,2,"Fevereiro",1,1,1,1979
19790225,25/02/79,"Domingo",3,2,2,"Fevereiro",1,1,1,1979
19790226,26/02/79,"Segunda-Feira",3,2,2,"Fevereiro",1,1,1,1979
19790227,27/02/79,"Terça-Feira",3,2,2,"Fevereiro",1,1,1,1979
19790228,28/02/79,"Quarta-Feira",3,2,2,"Fevereiro",1,1,1,1979
19790301,01/03/79,"Quinta-Feira",1,1,3,"Março",2,1,2,1979
19790302,02/03/79,"Sexta-Feira",1,1,3,"Março",2,1,2,1979
19790303,03/03/79,"Sábado",1,1,3,"Março",2,1,2,1979
19790304,04/03/79,"Domingo",1,1,3,"Março",2,1,2,1979
19790305,05/03/79,"Segunda-Feira",1,1,3,"Março",2,1,2,1979
19790306,06/03/79,"Terça-Feira",1,1,3,"Março",2,1,2,1979
19790307,07/03/79,"Quarta-Feira",1,1,3,"Março",2,1,2,1979
19790308,08/03/79,"Quinta-Feira",1,1,3,"Março",2,1,2,1979
19790309,09/03/79,"Sexta-Feira",1,1,3,"Março",2,1,2,1979
19790310,10/03/79,"Sábado",1,1,3,"Março",2,1,2,1979
19790311,11/03/79,"Domingo",2,1,3,"Março",2,1,2,1979
19790312,12/03/79,"Segunda-Feira",2,1,3,"Março",2,1,2,1979
